id,company_name,legal_form,legal_country,operational_country,opening_date
5cb71999-8a7f-4b25-badd-8052997638d3,Goodwin-Gonzales,and Sons,Zambia,Martinique,2024-04-16
0cd71e50-f487-479a-b8c7-f3607a82f56b,Alvarez LLC,and Sons,Heard Island and McDonald Islands,American Samoa,2024-02-16
14098e03-2979-400d-94af-1a4ce4412229,Lee-Hunt,Ltd,Cyprus,Romania,2024-06-27
59c63ce1-477f-47cb-981f-1a16972fe5ec,Richardson-Leach,and Sons,Kazakhstan,Djibouti,2011-11-10
b99763e9-7d8e-4812-bd58-160a2ee90601,"Kelly, Church and Wilson",Ltd,Peru,Svalbard & Jan Mayen Islands,2020-09-05
db746389-13a7-456d-a1d2-7406f9bc9518,Gardner-Gonzalez,and Sons,Korea,Kenya,2022-04-11
97c4e5e9-0bc7-4456-829d-223953280c52,"Garcia, Barnett and Moreno",Inc,Swaziland,Barbados,2005-03-06
e07c655c-8f9b-42e1-acc1-0fce3ab80211,Montoya-Kent,Group,Benin,French Polynesia,2018-10-08
a9e929b2-74a0-4fd9-bd59-d88dd044f09b,Perry LLC,and Sons,Fiji,Singapore,2002-05-24
5e0e954f-db57-401f-9571-322763fa5202,Russell Ltd,Ltd,Guatemala,Maldives,2015-03-08
a4bf79ec-c09e-4bd5-98f8-1a4977654d3e,"Choi, Reed and Mitchell",and Sons,Palau,Romania,2017-12-24
9a00813b-b413-4a1f-a7cf-2be1bbfc51f4,Strickland Group,and Sons,Heard Island and McDonald Islands,Niger,2017-03-10
f7711257-0b71-4400-8aff-b6a0a938acdd,"Adams, Houston and Fisher",and Sons,Belarus,French Southern Territories,2005-04-17
7863432f-d855-488f-8d9e-023d668f9c51,"Park, Donaldson and Brown",and Sons,Haiti,Niger,2015-04-26
69a3096e-554a-4877-8712-bc9982c695e6,Griffin Ltd,Group,Palestinian Territory,Sudan,2021-06-18
1939faea-69b4-41cb-9142-740e764c0243,"Cordova, Huff and Dunlap",and Sons,Albania,Zambia,2017-03-19
58f91089-3705-496b-9c5d-0e175d98bb30,"Long, Roberts and Scott",Inc,Jersey,Christmas Island,2009-06-30
7ee2cbec-83ec-453c-a9fa-c422bcb2a22c,Fields Ltd,and Sons,Swaziland,Mauritius,2024-03-04
909708ed-31c9-4714-8ad0-53e4140f4648,"Schultz, Dudley and Clark",Group,Aruba,Ghana,2006-11-23
16d89a0c-d41f-41a9-9aab-2c35a9016a32,"Barnes, Frank and Hinton",Group,Chile,Comoros,2005-11-10
b072212e-82ef-4925-9a6c-2c89f8967c8d,"Thomas, Jones and Nguyen",Inc,Greece,Eritrea,2001-11-24
f8a77954-b122-49ec-81a1-9382adac5664,Andrews-Juarez,Group,Kuwait,Equatorial Guinea,2008-08-03
29b776dd-45c7-4b13-b693-f81fab81d91b,Rangel Inc,PLC,Colombia,India,2003-04-02
09e9207f-150e-4458-afbd-f488baa7a3a6,"Bailey, Rosales and Clay",Inc,Rwanda,Turkmenistan,2023-08-08
f0561112-5536-4500-a825-ae1df26b3b73,Hamilton-Ramirez,Group,Nauru,Guinea,2015-03-08
6f115ac5-51e9-49c4-99fd-a2b32ec435c8,Cook Group,Inc,Myanmar,Saint Kitts and Nevis,2000-01-30
ec83d5cf-b020-49c0-8b87-154189e8b573,"Brown, Downs and Coleman",Ltd,Bolivia,Papua New Guinea,2023-06-03
2b84050e-3e62-4c8e-b71b-1987b5621ea1,Nelson Inc,LLC,Malawi,Peru,2010-04-22
9e8c7acf-9aba-4e64-84ce-b5d735515f8d,"Lindsey, Suarez and Watts",Ltd,Macao,Samoa,2011-01-22
25cba0e1-e932-4bad-9804-d9e3479ca00b,"Henson, Hardy and Hunt",LLC,Turkey,Bulgaria,2001-05-21
f9aa94e0-845e-47bb-993e-2af1a45b735d,Fox-Guerra,Group,Slovenia,Portugal,2003-08-19
177aa4fe-d9a4-4980-b57d-6322c2a492e9,"Prince, Barnes and Reese",Ltd,Norway,Niger,2001-11-02
e082545b-e289-435d-ba7a-eafdbdd38a51,Crawford-Murphy,PLC,Mauritania,Reunion,2020-10-05
95ec6485-9cea-49b1-b90b-9623257e9453,"Love, Gomez and Myers",and Sons,Swaziland,United States Virgin Islands,2013-01-24
cb0b36aa-9f5e-4444-8675-bf5b832a43f7,"Santos, Bowers and Whitaker",Ltd,Tuvalu,Myanmar,2006-10-03
613e0926-5075-48c4-af99-dbf3d0acd1d2,Martin and Sons,Inc,Guernsey,Slovakia (Slovak Republic),2010-12-07
13558a54-aacf-4cc0-8b6c-6828d2476cb4,Turner-Baker,LLC,El Salvador,Malta,2016-03-18
f4899f00-4212-40e9-bae7-f2c144b8b402,Barker PLC,PLC,Colombia,Malta,2019-11-06
948fad32-0aef-43c3-8997-4c359d42e8f3,Bishop-White,Ltd,Nauru,Indonesia,2022-10-06
7f648a92-7be5-4fb7-8cf5-ad9711128512,Reynolds Group,LLC,Antigua and Barbuda,Mozambique,2012-04-05
37749de9-9342-428e-96a7-5743a1511808,Rogers-Hodge,Ltd,Andorra,South Africa,2015-11-15
084218c7-1358-4bd2-8006-c1ad29924cd6,Ross PLC,Inc,Dominican Republic,Austria,2000-12-11
c821517c-ac40-4fbd-9b61-3ad75223b59f,Smith-Willis,Group,Guernsey,Malaysia,2002-11-08
343daf53-8833-4f8d-9d33-e1df40dff43e,Hicks and Sons,and Sons,Guam,Solomon Islands,2020-02-18
89cacb54-95b1-411a-89e8-3c1de4ca0230,Long Ltd,PLC,Turks and Caicos Islands,Azerbaijan,2013-12-29
7e739660-df9e-469c-9b97-0955ed8c87b1,Russo PLC,LLC,Tajikistan,Gibraltar,2021-11-29
bdb762d8-3757-4f1c-acbf-e52cfdffbad2,Johnson Inc,PLC,Serbia,Montserrat,2002-07-21
c9b66436-65b8-4d33-9445-4a2fae245358,"Robinson, Aguirre and Nelson",Ltd,Czech Republic,Haiti,2016-09-16
52dbde9a-2798-4af7-904e-a80b09096980,Reyes Inc,Group,Bolivia,Bosnia and Herzegovina,2007-08-04
ece3fa9a-7e11-4d3e-8034-1fc7c19cc5f6,Romero and Sons,and Sons,United States Virgin Islands,Barbados,2009-12-14
c551ad3d-9e34-4f9a-836d-2854f5930d19,Lucero Ltd,and Sons,Christmas Island,Greece,2009-12-03
c20663b6-d158-4cda-b400-9ce581f0720e,"Bryant, Kennedy and Cole",PLC,Mexico,Reunion,2020-08-25
eb6ba1d2-a859-4437-85d2-66dded46f7b5,Parsons-Cruz,PLC,Peru,Costa Rica,2012-10-14
8d5978c9-4ae0-4051-bffb-d2d900cba534,Garcia-Rogers,PLC,Montserrat,Equatorial Guinea,2004-07-31
9b480741-c056-41dc-850e-b5c513b542de,Griffith Inc,Group,Brunei Darussalam,Thailand,2008-01-23
f1cc0f30-2f9d-48e5-ba30-3ffc09666496,Castro-Jones,and Sons,United States of America,Martinique,2011-01-06
d0d57e93-6911-4147-a7fb-4248d7325449,Powell Inc,Group,Oman,Uganda,2002-07-17
3f3682f0-4754-4a8d-b19f-1198f75bd2ce,Rosario Ltd,LLC,Saint Vincent and the Grenadines,Suriname,2002-10-23
de01ce92-fda2-4bc0-9e2f-415826b5cb2e,Shaffer Group,Group,Nauru,Brunei Darussalam,2012-10-01
2c9bb801-f675-4404-ae1e-4e9750ee3f73,"Miller, Williams and Miller",and Sons,British Virgin Islands,Argentina,2015-10-26
510d8d39-f467-4ec6-b22b-10275e496f4c,"Hanna, Lowe and Benson",Group,Senegal,Congo,2013-12-24
878182e7-f985-42c6-af63-d8a1f01c4b4f,Jones-Lee,and Sons,Bosnia and Herzegovina,North Macedonia,2011-10-11
e28c6bf2-8d8e-494d-9c3a-c9805b233d86,"Kelly, Cooper and Obrien",and Sons,Brazil,Tanzania,2015-12-18
f7f109b1-3459-4354-85c5-8e0460954443,Patterson and Sons,Ltd,Uzbekistan,Isle of Man,2007-12-25
61f85cb0-fc2c-4a19-881b-edd1b125d6b1,"Miles, Taylor and Freeman",Group,Congo,United States Virgin Islands,2005-06-30
ef33bec3-27dd-4dca-a718-460a6950ab1c,"Beasley, Powell and Richmond",Inc,Isle of Man,Honduras,2023-10-25
e37bbce4-cd31-4274-bc88-261c0a9306d9,Dixon-Lewis,Inc,Guadeloupe,French Southern Territories,2014-03-22
c3a24a26-5601-4a80-975a-c2a7538d0403,Shaw Inc,Ltd,Bahamas,Oman,2024-04-01
7a7f7735-6cd2-4369-b90d-7382e2af3230,"Moore, Velasquez and Gilmore",PLC,Marshall Islands,South Africa,2015-03-07
4dfe2db8-53bb-4fad-86c2-96df5332f7fb,"Santos, Callahan and Poole",Ltd,Turkmenistan,Nigeria,2000-09-27
d7406241-62d9-4a99-874c-f8d1a4f7748c,Andrews Group,LLC,Aruba,Lesotho,2012-06-09
8186e8b5-8149-4915-b02c-dc39cda2803a,"Potts, Rodriguez and Briggs",and Sons,Georgia,Bolivia,2021-04-13
f45b1ec0-fbe9-42dd-9054-72a68772878c,"Brown, Wong and King",and Sons,Tunisia,Nigeria,2006-04-28
8620f52c-ed8f-4f10-9e5f-13b1295aab9a,Smith-Savage,Group,Colombia,United Arab Emirates,2013-12-03
3b5e26f0-c77c-453d-9bd2-40d77d5de915,Jenkins LLC,PLC,Cuba,Croatia,2008-05-29
bcc146b5-ed49-46d5-ac3f-e51e58a3a5fc,Wade Ltd,Group,Georgia,Tunisia,2004-03-01
15ca2ef2-81b5-416d-8ce5-e3fd257ac01d,"Miller, Moore and Rosales",Ltd,Iceland,Syrian Arab Republic,2009-08-01
ab95c09c-e811-4d95-b526-883d070c8db0,"Day, Calhoun and Mack",PLC,France,Burkina Faso,2013-09-14
47d1631f-a868-4a9c-80ee-83f58503f7c5,"Andrews, Williams and Morton",Inc,Burkina Faso,Algeria,2006-09-20
6fd2235a-6a7a-4cf1-93f3-51ed049a04cb,Williams PLC,Ltd,Ghana,South Georgia and the South Sandwich Islands,2021-05-22
3ba53dab-bb4b-478d-a2d9-758157f69170,Carter-Chavez,and Sons,United Kingdom,Finland,2010-09-14
c0128062-068d-4406-a9ee-b17ca936a00e,"Hudson, Rice and Holmes",LLC,Japan,Iran,2021-04-27
5bfdc582-af23-4c95-af90-2b02abb77ed9,"Jenkins, Russell and Hill",PLC,Georgia,Micronesia,2018-05-07
8d47a81d-d472-4717-9112-6e957719f273,Ramirez and Sons,LLC,Timor-Leste,Switzerland,2024-05-21
56e7d2c2-cbf8-40df-ab81-1c20efdbb36e,Ross Group,PLC,Panama,Kyrgyz Republic,2004-01-06
f0d2a4d9-3f14-40c6-b1ec-7b9147770b7f,"Carpenter, Smith and Santos",Ltd,Bahrain,Zimbabwe,2006-06-03
58175ba5-4791-41df-b0ff-49d73e7477a6,"Dunn, Hill and Carlson",PLC,China,Azerbaijan,2009-03-09
06781c46-4423-475e-8a48-672bda72c010,"Flores, Hernandez and Carr",Ltd,Singapore,Philippines,2018-03-06
49bbbca8-797d-4a3a-83ff-fe77bb84e2bd,Bates Ltd,PLC,Svalbard & Jan Mayen Islands,Taiwan,2013-06-13
f6626338-54ff-4636-9281-04de5aeea266,Benton-Anderson,Group,Lesotho,Mayotte,2018-06-11
9cb1fc49-7782-457a-8075-2d01c03be6fe,Rocha-Fitzpatrick,Ltd,New Zealand,Gabon,2004-10-20
98215e78-1c2d-48f4-8682-8c42cf4dc706,Green-Sanders,Inc,China,Brunei Darussalam,2006-09-08
12b7c0dc-fa58-4b30-ae2f-69d9bf9986b0,Gonzales-Butler,Inc,Taiwan,Angola,2006-05-28
56713d92-3bab-4fe6-bf25-c3f01e8b6477,Wright-Boyer,and Sons,Macao,Belize,2016-06-14
fd8c444f-7304-4608-b520-d4ca64af505e,Johnson Ltd,Group,El Salvador,Costa Rica,2006-09-24
4bae02d6-d568-439c-bac3-b58aa194a8f0,"Roberts, Jones and Smith",Group,Israel,Samoa,2007-02-12
bfc02a0f-11a8-4b94-b358-0998269d4fea,White LLC,Inc,Costa Rica,Faroe Islands,2002-08-04
f85aa368-29ec-4ebf-8bfe-08f22d04ad8f,Jones-Henderson,PLC,Ukraine,Italy,2024-04-05
216acf34-caa5-4333-9a69-96e2e0a95f45,"Oliver, Miller and Murray",Inc,Barbados,Czech Republic,2004-02-27
a4d3ec30-fd0a-4ea5-bf17-a2bedc3c2812,Griffin Group,Ltd,Guadeloupe,Indonesia,2007-08-02
891f2237-7bf6-4050-af58-c451a12c5ce2,Hart-Cooper,LLC,Djibouti,Comoros,2017-02-09
f7ecc68a-2090-43ed-acca-5e31acdbe427,Ferguson Group,Group,India,Cambodia,2018-06-18
6f594c52-a7cb-41e5-830d-64a7958ff522,"Peterson, Kane and Mejia",Group,Afghanistan,Costa Rica,2010-09-17
a8a48a0c-9f66-494e-b82c-0e58ac81470b,Johnson-Hall,and Sons,Nauru,Singapore,2001-05-29
2b676bbd-cd30-42c7-9033-6c4507aeca52,Hall-Williams,Ltd,Bouvet Island (Bouvetoya),Guatemala,2006-01-05
edd29cd5-366b-4158-9bb5-a57e4ab0c575,"Mcclain, Dillon and Pineda",Group,Ethiopia,Fiji,2000-01-03
cb4ad56b-1301-431f-8162-89b6f83ee1a5,Hernandez LLC,PLC,Marshall Islands,Malaysia,2022-05-26
b0f77e4b-3559-4364-bec0-a6905a5c7b36,"Torres, Wilson and Barrett",PLC,Cuba,Kazakhstan,2007-08-08
1282f91c-6006-4c10-8197-d2143a2dcbc7,Smith-Bullock,PLC,United States Virgin Islands,Antarctica (the territory South of 60 deg S),2021-05-31
e16ca80f-9840-49e2-a512-1261ca8879ff,Gomez-Martinez,Group,Panama,Ethiopia,2006-10-27
45f444db-1937-4a31-b7d5-297f9c23846c,Little PLC,Ltd,India,Costa Rica,2020-03-31
f69211fe-a108-4594-8314-20b3ffc05ad3,Mcdonald-Wilson,Ltd,Bosnia and Herzegovina,Pakistan,2005-06-26
30aeef9b-5b9c-4be6-a831-a966e8e728c1,"Smith, Holt and Parker",LLC,Nigeria,Colombia,2022-06-24
ff18f2ff-840b-4638-a09b-1d939ef81ee9,Booth Ltd,Inc,Armenia,Botswana,2003-09-05
605bb257-629a-4471-ad0b-88635704588d,"Martinez, Miller and Wells",and Sons,Kyrgyz Republic,Netherlands Antilles,2004-04-27
3f262dbb-61ec-472d-95ef-4fa5555cb4b9,Robles-Becker,Inc,Paraguay,Uzbekistan,2010-07-13
22e191ae-bab3-42b9-ac1e-828673e521fa,Short-Friedman,Ltd,Guinea-Bissau,Turks and Caicos Islands,2023-02-16
37008e80-3506-4fd8-9fcb-8f30fa78b12e,Moody-Noble,PLC,Turkey,Greenland,2014-09-02
d9d55432-5166-4ffa-82ff-561a23733a28,"Price, Murphy and Rosales",PLC,Lao People's Democratic Republic,Benin,2013-11-25
f8dad80e-a284-4d16-b90a-4d53f91646f2,Holt-Dixon,Inc,Lesotho,Fiji,2011-05-16
dec64bf7-94e3-4588-9394-0eb0d884cee1,Short-Johnson,and Sons,El Salvador,Saint Lucia,2010-08-13
36f62747-3fc2-4c95-9922-bee6fe15009a,Trevino Group,PLC,Jamaica,Thailand,2013-02-14
5f114286-697f-4b3d-a775-0f85c61ccab8,"Gonzales, Stone and Gray",LLC,Guam,Guam,2024-05-30
de4c7558-c3dc-4782-8f74-3f88901d5de2,"Barker, Benitez and Walton",Group,Ireland,China,2012-04-09
27e6d869-da25-4534-a117-1c7bf7798c32,Williams-Ellis,Ltd,Malaysia,Serbia,2022-11-30
2cf87c48-18a7-4ada-8ed1-aaf1838144cc,Henderson-Conrad,Group,Somalia,Somalia,2003-04-22
325d0f96-55e4-45d4-a86a-d4d1a091ace2,Shelton-Brown,Group,Norway,Angola,2004-12-15
b103949b-4237-4a2f-91cc-2b11643275ab,Mcbride-Sims,PLC,Singapore,Togo,2019-10-20
997ac380-53a1-48d9-9856-ae7cab1a88db,Garcia-White,and Sons,Russian Federation,Bulgaria,2011-01-21
3cd4c8de-3cd1-498b-b2a1-c6215223d665,"Dodson, Nguyen and Hester",Group,Sri Lanka,Puerto Rico,2015-03-27
fc8b6415-f252-45b3-9c50-e0c0ae55c76e,Foster Inc,LLC,United States Minor Outlying Islands,Botswana,2009-10-28
2f4c7cbd-4ad0-495c-b05b-7d396206d7bc,Parrish-Morales,Group,Iraq,Italy,2014-11-16
78c2e861-8e3b-4a1a-a91c-60c6a8fe13b8,Ross PLC,and Sons,Mali,Malaysia,2001-08-11
e3fced31-7612-4245-b3f5-7bbd5d443c72,Woods Inc,and Sons,Guadeloupe,Nauru,2012-05-01
d652f7df-8980-474f-965b-2bf5d3db9b95,Stewart-Huff,PLC,Albania,Vietnam,2018-03-02
42c8eabb-b0ab-4fc7-a5cf-c206104a3eff,"Nelson, Martin and Kim",Ltd,Ukraine,Morocco,2023-10-05
0fa0efbc-eaa1-4e80-bb07-32b13aa6fcee,Simmons-Fox,Group,Maldives,Myanmar,2010-09-24
a16bf8dd-bfa0-4cef-902b-b428281ffe7c,Lee Ltd,Ltd,United States Minor Outlying Islands,Cyprus,2022-12-29
9a1f02ec-5b0a-4948-b6ad-35f5ee5b5253,Dalton PLC,LLC,Lao People's Democratic Republic,Morocco,2003-07-07
f803be02-c9c9-4d36-9931-0ea3ca8b02d7,"Potter, Hicks and Friedman",LLC,Lithuania,Haiti,2018-06-02
2521668f-64ad-41c7-9722-729525520809,Potter LLC,LLC,Nepal,Canada,2012-01-24
c78a0962-5366-429d-bb78-a8db58e8d281,"Owens, Bush and Smith",and Sons,French Polynesia,Australia,2020-11-10
7048c4c9-2ce9-463b-b138-d7ad7e2ee220,Pierce-Acosta,Ltd,Tajikistan,Sri Lanka,2003-09-18
2fac8267-24a0-4cf1-b681-9bda3e85ee6c,"Brown, Frazier and Martinez",and Sons,Liechtenstein,Bahrain,2013-04-11
98d19f09-ad54-4716-9e84-5b59af4a009a,Holmes-Fuentes,Ltd,Oman,Jordan,2017-12-05
4f1a5ed1-1ea0-4647-9203-c3b91da67ba3,Gonzalez and Sons,Group,Antarctica (the territory South of 60 deg S),Tunisia,2006-12-23
cdbbb5fc-0e89-494e-b6b8-74c78dc15308,Martinez Group,Inc,Mongolia,Gabon,2020-06-04
ebc56dde-66fc-443a-b702-a789d371a8cd,Garcia-Holland,LLC,Belgium,Turkmenistan,2009-08-21
075a0638-a7ab-477c-9704-199d3de41b3e,"Allison, Carlson and Wagner",Ltd,Brunei Darussalam,Pakistan,2006-08-24
52159575-26a7-419c-b44c-100ae580d775,Scott PLC,PLC,Niue,United States Minor Outlying Islands,2021-02-26
e7644ea5-92e7-4733-8d75-982ea224ddde,"Stone, Peters and Perez",PLC,Poland,Grenada,2001-12-11
6cf82cf9-8b83-4ff5-b987-8d3e7bf74bcd,Williamson-Griffith,Ltd,Maldives,Cook Islands,2024-03-15
16c0a8b4-2715-4a85-9ae3-39ffeb1751fc,"Bryant, Garcia and Neal",Ltd,Falkland Islands (Malvinas),Dominica,2015-01-02
67b208a0-e160-4231-8381-4c874d2ee89c,Gordon-Smith,PLC,Afghanistan,Nepal,2002-06-23
0cde1619-0dac-4e45-a179-44131c3e2e36,"Wilson, Burns and Gross",Ltd,Bouvet Island (Bouvetoya),Pakistan,2013-03-11
ae3375dd-8789-4b08-8db9-f09bde839751,Madden-Williams,LLC,Bangladesh,Georgia,2018-05-15
ad623c10-c845-471e-91d8-2e0b1a5fda25,"Leon, Romero and Andrews",LLC,Tonga,Bouvet Island (Bouvetoya),2007-07-28
1cfea9ac-ddba-4916-b463-cf4e2e86ed68,Randall-Hall,Group,Armenia,Fiji,2006-03-04
