id,sender_id,receiver_id,amount,transaction_date
b3661c9c-81d6-4bed-8dff-73278dcfb864,6eb2be0e-7e27-4e91-9cca-1622ffdbe306,b2ed4336-140e-4d73-9d7c-7e9c507ce465,191245.56,2024-02-26
53a796db-963d-4d65-8fd2-c5aa5ec5e23f,47435a2b-97ef-4869-b48b-2397bf669071,93b53b0d-202e-4dc1-9c3b-94c98eb94641,346304.02,2024-01-27
812179d8-4744-4f71-8c2f-c42f18b0d0d7,225e1183-48a8-4fe9-be75-c33eee73bce8,d78ea8c0-4fb8-4cc0-8c95-b2c23c11b45e,762164.65,2024-07-02
ce744967-bb09-45b4-aa15-6514468574a4,dedf8f95-bd0b-4ed2-962a-85a86db88a4a,93f263cc-2ed8-461e-8f34-cb17c8705659,491724.47,2024-03-12
ad06a7eb-a939-4e9b-8069-8c72af8c4b02,ff3db899-fe1d-43aa-8743-3f95a5d0ea79,bdb8f17a-a107-4dd8-899a-1ed7a927e05d,721461.3,2024-05-29
a6386541-5d88-4ce3-93a4-f674e64714c4,49eec8d9-7da1-4e31-9691-8bd520202796,f916dae6-29e1-46f0-87f9-7c4b20161ce9,355034.58,2024-01-01
ac7b9cff-2a4c-4517-90cc-e3d91ad44bc9,e62bb6f7-1645-4402-a6a6-ed2184ac6a71,d92cecbc-bfdc-46da-b872-43f4ce428ca3,618383.91,2024-01-24
b0ec79f7-283b-4bf6-8e3e-4ccbafd8dd48,5626a4cc-cc9d-4345-9a75-7ae4056108d3,3204d866-ffa8-439e-b4a6-14a822906333,469400.04,2024-06-13
9225c5fe-5c0d-4170-a008-a18a67813531,be7689a3-484b-4fd1-9b5e-03f583d0e385,fd57048c-1180-4b25-bfad-4ca32679669e,139973.4,2024-02-05
60c49488-d8f7-440f-8612-97a4a5df644a,9c545a19-414c-4233-83d8-9bdfadff5540,f4e43a3d-7abc-4afa-9599-22d60289a386,173573.74,2024-04-23
