entity_id,company_id,percentage
7776d140-1eff-4c4c-a3e8-9477e5c107c5,d0b3a730-f636-41b7-8cfe-0fc882f9ddd7,0.08
7e3edf08-921e-422f-be7e-b833ed05958c,d8050280-6f7e-469c-a3b8-c9fd4c9ede34,0.05
237e7628-84bd-416f-998d-5c75d871c353,e896187a-556b-44d1-b9ad-2556a2815494,0.43
a5f44c55-7940-49a1-9ef3-bbadf1881e72,1e4388e7-49e2-4770-88f7-0b29f0258705,0.03
169d224e-7740-493c-b533-5c66e47dd845,e3d5a35f-2537-411e-b1f1-f383a0088b3e,0.32
e7eab3ee-9efb-4e63-927c-f9b006d66283,2a211bdf-1178-4ba1-a2cb-6b0fac5f8dd2,0.01
0487bd56-edeb-4c67-90fe-06d2d5f55c92,eeb9b1fa-ba6c-4309-b9f9-139a157d8307,0.03
08394687-a038-4349-bc2a-bd597cd4d1fb,65a7323c-5605-418d-a186-648f4de454d1,0.01
e2cb26c2-c47d-44b8-8fdc-347c4b09eadc,65019be1-9c38-4aa8-a08c-ae6c4c8fedac,0.53
4795ccab-50d2-4de5-98a6-3f37e22d2c8f,187f11bd-6880-4b13-88e1-94ee0fe24c32,0.42
50e592bd-0826-4c8b-8979-a8798e829dcb,3fe5df38-65c8-4774-825f-20f866584f5a,0.01
8017126f-fdf1-4e0f-9dc0-cc4f5fee2576,10a3c34d-e42f-43dc-a438-1c1bb3f07c3f,0.71
58c2ad50-e5f3-477a-b640-330a73a2f556,cf20e764-4d53-45a0-8fb0-618349d6781b,0.27
3dfbb7fe-9c96-47dc-9976-50c844a15c1c,169d224e-7740-493c-b533-5c66e47dd845,0.32
f8a1114e-e51d-49ae-bf32-7886e16cc371,02bb34ec-281d-4199-90a0-fd9cd51b84e1,0.02
6d6f903c-abc0-4211-9343-340b5ff16095,5c3a9151-2c7f-448d-8455-e9d8f37a8e7e,0.08
18e62ec0-30b6-4337-a7b3-ce83278da279,b455b5c8-2397-47eb-a045-c165f77f7e67,0.45
273d9946-851a-4a0d-ad36-3547800b9a43,f19ebc8d-b95b-46e6-8cb1-fbe54bcc2f3e,0.03
98f41533-3549-4dd1-af7b-fd9982545c65,04fc74cf-9211-4264-9c38-d0375a366746,0.07
0d4bb568-958e-496e-8dc8-9b8b7b48b662,eb748331-97f9-462d-bdea-1d48c9cd255e,0.01
4cff8bc0-c842-406b-918b-3520497c6ed3,e58f909e-54cb-4b6d-bd89-d29e824ecf6b,0.65
76c0d6f5-0fad-4ed5-a261-b63fa83023b5,aedb00c6-0cd3-489f-879c-c1597ad76dd1,0.46
e4132b4c-dc19-45ff-9859-790d4fee0fd9,00a37068-b258-44dd-943d-5f632459cf57,0.61
5cdb13d3-2c63-437b-9baf-5c4beec53155,d39de072-dba5-4c76-ad04-ef30f8e1a62d,0.65
cab009d5-41b2-44f2-95cd-ae0543551a0c,253a059d-06b2-41d7-a65f-83f7cc71d2a6,0.0
0ee081f6-84ec-4be3-8605-3c5e3fb9a18c,044188a6-ff63-4603-bef9-974677252c8d,0.12
acea8cb1-0f48-4043-9c93-b0ce6ec7288b,465d7b78-e803-4558-9095-130167791824,0.05
6544a4f4-a20c-4ff2-924c-598cbc24ec3d,fc0681a1-d696-48de-8d70-3e46a5981346,0.65
2b6425a8-f189-4a4f-befd-78f365e1b17a,3a9278f6-1099-45ea-9e3b-969cfc4cdfdf,0.71
5b0f1236-d3e5-4408-9766-ae74af714f4d,2cc495c6-a4fa-49aa-a8b4-34b0e7d75e4c,0.36
47c68e3a-7e68-4eb2-920d-0e5bcf41e8a9,eb4e2b22-c3fb-4a31-96d0-f5ac4ff67f25,0.02
0a4add3e-9d1e-42c0-aec8-1254788d5726,1ce071e3-b5f5-4cec-bf06-c742c80b46b2,0.03
6f4f79ff-fde5-42ab-8275-7e1c8ac34a90,d79c4ef8-f981-4bd4-8b89-8a14268adf0e,0.18
c5211776-d68d-4b63-a9c8-8858ff526160,5994c408-d5af-403f-a881-ee4af2ffe0de,0.14
95489f8d-317a-4e5d-8cb2-14c0b59a19c8,faa32c18-51e3-42e5-aaea-01e1cf7203d6,0.77
427ee57f-8da3-4feb-b959-32df0492e3ff,ec2344d9-4b2e-43ae-824a-e2bc92aa4229,0.01
883cc1c3-b21c-4132-9e14-69fe33cc3930,672a6b1f-2c9b-439c-adea-c75f1db1a2a4,0.07
1f6b1937-31c6-4b2b-9938-e4031b6fb541,9582fde8-d2c1-40ac-a3c3-e046ae0baf7f,0.01
e6954f24-622d-495d-b1dd-1e3c020cfa14,e948fdf3-ce4b-491d-927c-8163dfcd0d9e,0.74
76006226-4b54-4352-bb8d-0cef8f9bad56,dc06e838-87c5-42f5-a8cb-73c211112039,0.17
1a2dcc6a-e4b5-49c6-8db9-65a5d4a236b5,ec5cba0b-b539-4fad-98ef-69b44044717f,0.26
2db68f92-3f4a-497c-9658-375bb5717d85,fc0681a1-d696-48de-8d70-3e46a5981346,0.08
64935319-01c5-4f89-b3ff-303313643815,84ad6d5e-6ca7-4bf4-99d1-66b826dd2efb,0.2
bd403d62-7fe6-46ce-95c7-71a38b4d0edc,65bb41c7-09f0-4b57-bc3a-917daabec9ff,0.28
91624c34-568b-48c0-8b59-69e4d63063d2,aa314f0f-29ac-4e57-9cb2-ba86b050157a,0.05
f132ddf3-f030-4022-82e7-0cfe67c20584,6271f3a4-faa3-4895-871b-ff367a0583d4,0.53
912bee71-0f25-46ad-a7d5-1b2a47cc0c8f,3168f324-7db3-4e51-9ed1-43ca5fb42133,0.19
cad77500-69fc-4eb1-a127-0b2108638d73,3a502684-33d4-430b-b229-28224034dd15,0.03
d0624015-855d-4e37-9df0-0eaa280639fa,c4ca20f3-8845-43c0-9a9c-385436f63e6f,0.27
cb3e06c8-0b4e-4d45-93a7-facbaeb193a9,089ae694-9c2c-4e38-a959-aa22dc2a333f,0.03
0a9997d4-01e9-4ab2-b0c4-d5250c9773ed,97e08191-a0c4-4c4e-a6be-3ab7166a34a6,0.48
4065f6c8-f1a6-41d9-9ab4-b7947a2233df,5e42d162-53b6-4b40-a350-3a2d4a3fbabd,0.2
04bfa256-bfae-4a95-a1d2-6dbbf60c4965,444f31ff-c7d2-4558-93e0-f5ca8b4c2832,0.02
812d15c7-5a7c-47ab-8b66-84fa5747b218,63c7f781-18cc-4ef2-884e-b127078a9766,0.69
2644558a-fb08-4d0b-a5d8-5b0baec08b31,8f772bec-2cd3-4c66-b627-089d37ed8034,0.66
69b303d1-00ec-444d-97ef-536cfdf259f9,0a98e1e7-f24b-475f-8339-99137c3364b8,0.23
ed0eef57-9e44-4e3b-9150-a8dbc2079b30,017f5bae-2bd1-4893-be13-6e1afaa85114,0.64
3599f727-ffa9-4eb1-92c2-25034cca6d3b,21622520-1362-42a6-8a74-a5d16da334a3,0.11
522b0f58-59cf-44a3-b89c-1f0e6a21b4a5,3039c39d-005f-4017-b402-1b15bbf19bcd,0.06
0f75bce0-3008-454c-b500-b3e25109df58,4e8d6e59-f080-41ec-881d-fece5fda4ffb,0.13
a2225699-baf1-4dc3-a37e-37cc886dd6cc,42e3fc36-9202-456e-a514-a86134543105,0.03
4ebbaf88-b63b-4dd2-984d-3711961f333c,91b152c0-e91b-4487-8ea9-bb73f834e7a4,0.41
309f6070-de04-4735-89bc-7d3d205d2cfe,ba9e2da6-160e-46d3-89d1-ab6f6e409817,0.09
93023239-e7ee-4fe3-bf23-240f780afc7e,19ec652c-196a-47a2-adb0-5bd1499aae1f,0.64
b15184bd-73e4-4c65-b313-80b01d6b39f3,caa17c50-fce7-4d21-ac2c-c920c617fa06,0.7
9138dd37-ec1f-43eb-9c70-f62a9b525f4e,a39fff73-6cf3-4109-bd7c-6eb5b2de3615,0.56
dd1d4d50-86d8-4376-86d6-da311817cbbc,74e705cf-f581-4a83-9247-1c8e8cf4170c,0.01
3df0d448-c4de-4373-be43-b81b2fda9b0b,97901d87-a2a6-48f9-ba0a-50b13c491ab9,0.38
f4a3b328-1d52-4321-b434-f11cd7fc3b51,7896c605-c432-4908-bafc-a5850daf9607,0.05
8f982348-da82-4ede-9ce6-5c0d475f3a64,afdc9776-6daa-41c1-b5b8-65dcd0f27443,0.18
191052bd-8b45-45dc-94aa-9e5df9beaa6e,3944ca77-3afa-4e75-ac8e-4cb152a2a909,0.19
513da563-8b46-4514-a00a-8dc1bce0a6d7,54040172-9019-461b-b595-01e6b9c502b0,0.81
02f2f01c-de68-484f-84d3-9cecdbdca1cf,1767012d-cfcc-4825-8c5e-1aafff5141e3,0.02
1a14dd0c-8d9c-4ac3-9dfc-1e53b24ac67b,5e263933-efdf-4cf0-a934-d0eb1dc787ae,0.38
361814ca-128a-41cf-9dc7-544be8584b2d,2ffc7169-8757-47e0-8b49-f3dc6560f770,0.41
6fb11ad6-4cb6-4178-a04a-d9034f0fac07,3124b044-8cab-47e7-838c-8668a53a14e8,0.12
f1978389-ff33-46b6-9885-8e5e8f8e65ff,f409daf9-fca7-4d24-8318-385274ce2b1e,0.23
ed638a1f-e9a5-4551-ba96-13821ae03a7a,56e0a38a-f758-40c8-bd77-4df4299f98cc,0.29
af9fe8f1-ea67-429a-997d-e40fc53922ae,a5cfe548-7e89-4f3a-b833-b7afd4997346,0.98
a3ff74f2-3aed-4bd6-8fb6-bdd3c5533bb2,58e43ae9-4d8f-482f-a28f-0a275d39e51b,0.02
aa680fb0-0d43-44f2-965d-3f2171b4e5d6,199ae23a-7d35-4533-9d24-ff03765dd05d,0.81
cafb5e45-9eb7-4364-958d-c9df0b5e2696,5ecefca3-ab23-40d3-a96a-d4aee52f21b4,0.25
fc3894c2-3f31-48b5-a779-e7cd15ff02e3,97ce2258-1da7-4fab-a283-7e5d4fc50a6d,0.01
5817342e-1ecc-4cfd-a00a-18b53a4d9e46,a903e20d-b132-4b5f-8cfa-8c1856c79c2d,0.6
a880a5d3-c446-4186-aa08-6b2fa0adaf0f,d7406241-62d9-4a99-874c-f8d1a4f7748c,0.34
8011b843-17d8-4277-ba5e-d6bdd8d8c54e,84d52466-67bc-49b2-9f58-44ed5d713743,0.08
3d01971b-8022-4f1c-94ec-19de9afbde70,8a231457-fe66-4e88-aa6b-9f7678e74c11,0.59
96c8953c-c532-4263-9109-c716988ed3fe,2bb7606f-913e-483b-9023-ab04d4dd5e41,0.22
499da644-511b-46d8-8d14-b7eade3ca01e,cf9f43dd-d6e5-4755-8f8c-9aed7a0ec8bc,0.01
4396d579-319c-4d91-9a69-c8cd62d141a5,1a974b81-b3d2-4405-a0d7-808f91a258ce,0.05
9861a7c7-6656-4b8f-a7ce-8303b2fdbe92,5f847400-1b27-4b09-a5a3-b82ddbd9584f,0.85
26179205-cdcc-44d4-8597-4a9c0273494d,b321f1f6-10a4-4884-804e-5922ccaccdd9,0.04
2fe9c220-72f9-41ce-a98d-d13f885a7ac1,231851d9-2364-4035-bb25-c13f93cc8fcd,0.24
da66f977-2349-4231-b769-2d8be490cad4,abd0d3b4-206b-4c6f-a7b3-df2e1cb5b7b1,0.74
074a953c-c64e-4e0a-9906-d773b5dfa8e2,bd403d62-7fe6-46ce-95c7-71a38b4d0edc,0.88
5cdb0d24-2c39-43c0-969e-2794d21d40b4,ae1554ab-54bd-4924-954d-f6a6bc74e9e8,0.04
9336e156-3347-4075-85f7-80e05a993bc5,e38d7971-d6b7-4b71-9de0-34b06170d906,0.02
7b1e277d-5030-4237-8f65-2567dd734baa,5ef46833-dc26-4a4e-b72e-ea49d2bd147f,0.16
753ed94e-1bf7-426c-b845-c64d67a72c23,01f84afc-582d-4475-9a2e-5aa65aed5ac9,0.14
ba366bf4-b2ae-4a81-b38d-eec4c487fcee,e6355c67-47b7-4c9f-b733-34b9996068f3,0.1
ccffcd53-4c6c-4417-b47e-30c680b009e2,0f1e6ef5-2d6a-49ee-a8da-d802eec3b119,0.7
f6339a81-0e2f-48c0-ac3f-4dfdb78eaece,00d195b8-9007-419d-b79e-7943084872fa,0.58
1897d912-62ae-489f-80bc-449595cf2e1f,665d1972-e801-47ef-9ad1-66eb53105500,0.77
a2c1722d-110f-4e1f-926b-e67755a28415,9d0b0f2a-ec84-4f23-afea-fb6ef1239ff7,0.42
195c6b42-3c8f-432a-99fa-8ddaef7e687e,fbd059ba-3dd4-413a-b220-6dd95f1b703c,0.05
30072bad-0d7a-4c7c-a5dd-ffbf53af9700,07a0cf72-7fa3-4355-90fc-0877ba40acb5,0.13
5693b9b3-d919-43a7-b15e-08c990254058,0a9e08cd-7613-4e1b-a0f7-ce6b37278c11,0.77
e2a16b44-0e47-438d-9789-515a4f3c453c,abf34d1d-3e8e-4554-92df-c53eacba307c,0.01
556b50c9-3191-41fb-aa53-793419102104,3b5288e5-1634-4ec7-bab9-78b1ee0b7c1e,0.35
be9bc67e-6a37-40ee-98e4-3ca4a7834973,45e59943-67c5-4420-aa63-f7fd5ea613ed,0.04
ee65594d-baa6-4e42-bd61-0c6066cf88c9,e0c94cd5-a074-4bcb-aa42-fa053c14cbef,0.16
1c847425-b6fc-44d9-8121-b80754fd3506,88419a99-1a1d-43ce-8538-2f1ae0a33a2d,0.05
45314466-4f15-4299-ba0f-74750dff5f39,0e3ada3c-fb4e-4077-8e74-135999c0e2f1,0.05
6d3612c3-a640-46ee-ae63-fc8d55b1b9b2,45f444db-1937-4a31-b7d5-297f9c23846c,0.48
113be9f0-99d5-449d-ab5e-4dc749ae7a43,4d1014fc-0a6d-4415-9055-5a6f9357af60,0.46
72226880-d22c-48a9-bb7a-3ea576c496b4,ceccb97f-7ab9-4bfc-b0b4-0c5774b2f356,0.44
2324a936-8138-4c69-a65a-a1e314ba079a,04dee9b7-5abe-49db-a02e-28999084eae7,0.83
634e1f8b-2732-41fb-905d-c5312ebc9f3f,a65b44e6-98b8-4aed-a86c-656c09e91829,0.2
560a11a0-3cb0-4e2a-be73-966e5a2e62b4,a91012a3-edd7-4f75-8d39-87d76184d457,0.25
e249a36d-8d8d-4f86-930d-26b3d2e86983,082034e2-449f-453c-a0bb-3f182c2d93c6,0.1
990f2495-5b69-4ef7-b675-919dedf8180e,5f437cc4-bf83-486b-bc82-da15994810ea,0.65
23bf4ee6-c9fb-4484-a599-fb7499d3a031,b2809762-1231-44ed-8d80-e65cc625ce3c,0.2
a4a50288-7251-4e07-b53e-d4e8a621efff,38e2486c-8d64-4877-9005-58c9011a0f78,0.02
f5dded16-3fa2-412e-ac38-170bea793b8f,8d283ef4-f9ad-4fe9-b4c6-c9e0f6cf9c47,0.67
ed805de6-0421-475a-89b1-9dc8f8d9610e,c5f42df7-bd02-4ccb-b39a-ea758c2115de,0.07
51e16145-a9a5-4c83-a81b-8744de7a5b00,e9cf6a3e-2552-4945-87c4-0f6440025723,0.51
04d23cc9-b185-4e1a-9732-6ed56902e698,42d8edf3-4a4a-4516-9ae5-3f44f3133b74,0.21
b203106c-862e-4594-95fb-33c4ad7bc5fe,d0f96e19-1677-4dcf-85c7-40999e7b0d86,0.14
248e8597-99ed-45b8-bdf2-83e55fa2af1e,6593a164-11cc-4593-9b52-dc07aa48fa35,0.04
deddbc7c-539c-4838-ab65-75f1191a8d16,8d87a11f-23bf-4866-a5dc-1f78619646ce,0.01
fdf3b9d7-fdcd-4f4b-bf6c-c84891af48ad,a41d9c8d-4324-414a-970d-565b092065b6,0.01
8339ee28-8ec6-452a-84ad-b2ec1515e6d3,bab35488-f7d0-4bef-95f9-fc65f6bc4621,0.0
eafc9c9a-b6ac-481f-b647-82cd9a2ef41f,a58d8d80-089c-4cab-bb0c-68e015db7170,0.43
4958e9b3-03da-4c38-8b2b-fa7b4914455e,0e18a211-d054-4505-9bd6-da961bed4f16,0.67
7e792872-1e0e-444d-8255-5491ad7afb75,4d33bca1-47bc-4ea8-9221-81e143c37a28,0.22
5c56580b-d75f-4f78-b091-ffea06d274b5,d257ee9a-b361-473e-bc06-43be776bf154,0.28
6b623304-ea58-403b-90ac-47eb7e2cdbe3,ef1d8989-7b15-4bf0-bda0-813a6fdca4a8,0.11
27487b12-5bf8-4e8c-b1d2-ccb069d85c4a,bda0e83c-61ef-48f4-8668-028812dab227,0.05
b08df2f1-5078-4ccd-b3ca-d9d46c3c7016,dba4d205-4bad-4a19-9631-81e8e798ea79,0.1
00d196bf-a590-4f13-828a-a0a48c4bdce7,cc1f94e3-7b96-4354-9c67-3d0e5402bc24,0.01
91dcceea-215f-40e0-a7d7-1af43f91145a,edb0909a-2d2d-46ad-b87e-55a49bf654f7,0.03
55a5c9fb-4911-4c05-9b87-5fdb34b91b80,67184a2c-3ea1-43d1-895a-698b9c2ae813,0.39
d8f2c566-7748-40c7-82ec-065ea7ecb3eb,d3d47a0e-c7d6-48ec-96b1-86715cea3cc1,0.24
b2e8ebbf-5869-4c12-b021-deb5ee7c8d1a,aae93134-f381-447c-9508-71594eba212e,0.67
caa2f7d7-e095-45e2-89af-8e918f3a0478,ee521e5d-549b-4514-9c47-d597d53de75e,0.01
3446f780-4500-4f34-bca7-6987bc6e2041,8077a645-aac2-480d-98d9-4d596c2e6e81,0.44
064a6075-f29b-4381-bf58-f2a7ba959e21,9c24f62a-9359-48db-886a-44eab969e708,0.01
b20fb889-8735-40d9-84f4-3997b975578a,19752e17-1042-4c1c-9581-34974c6b0281,0.01
46f4f8ba-aeb3-44ed-b3e7-e22a99404b72,ba9cd759-3f9e-4b53-a136-8145309ad441,0.33
b6985848-0652-464d-a65f-f58d4dd147c4,171d9321-c55c-454d-ba71-59ce5a600518,0.58
28b01460-4015-4a0d-82d0-a22136524eb8,ff016450-970f-4674-a5f3-f90a9b6b0dd6,0.22
8c721749-641f-435b-b552-f018a508e989,350fa801-4877-4a73-842e-551f90203257,0.06
7e5426b8-3b52-4bf9-a334-11461a7ed4c7,626f4b11-86e0-4099-b107-89e8b29d5460,0.54
b79e5bd1-d7cd-40a5-90df-4ddf1777a04f,6e9bb971-b2ca-497c-a280-a96aea347194,0.02
94df372d-75cf-4db6-8b85-3bf600058205,89bdaeba-1627-44d3-aa96-b7c1f6f32882,0.63
5d9d3f01-be8f-4969-b368-e473272c1155,8c7d2b7c-91b3-488d-ac7e-f474fb367fed,0.02
46052ab1-ef89-4c31-9214-a8e156e7244a,0eb88a19-d4d7-4e6e-859c-7cec1242570e,0.3
bad11909-51d2-4343-b4bd-1e5c364649f3,6b28471f-7a65-4ed5-a1e4-eb78bfd2eae4,0.19
aeb7492f-69e9-444c-a752-606076818c8f,2d26a286-e26d-4eb0-afdb-29de12cb44e9,0.33
1c06fdad-abdf-436f-98be-0ff1a99024ef,97d9778d-1e8e-4aa1-b9c5-12c85e58f7b3,0.89
69b9cd43-f2ea-4ef4-b163-5577aa3c99dc,4f6dc023-602d-4e14-85db-a5f64baa6cd1,0.01
d3b57174-2ccc-40de-bd66-dcefdc7786c5,22d040f6-9bc4-4092-bf62-dcd6dad064a7,0.75
11645084-f750-4dad-91a0-fabd04f15fb6,f3437711-a32d-4ef7-87e1-c66fca716857,0.58
280264f7-3e37-482e-a287-1479ac7efed7,5b08dd9f-afed-442e-a3b4-de2a10d68b1c,0.46
62ef4b6b-d345-4b4b-9155-669122be2d86,e9b339f0-b41d-4248-be91-dbcd67cd767e,0.22
8a118020-1876-41e7-94b2-0e36f2c8eeae,7631e6d3-00ac-4797-bb6f-79633a7457d6,0.05
7114cd16-6fe3-441a-936e-63de5aa13eda,4ff8da76-9085-440a-8d32-b4027b4ed895,0.33
4b7228df-f04b-4850-8425-34cf5c0e5b80,4f1a5ed1-1ea0-4647-9203-c3b91da67ba3,0.65
58089253-ea0c-421b-9faa-43cbc97d50d9,8b8adf25-5149-4a47-8383-cd4bff41a5f9,0.39
95912d8c-944d-4d35-9c78-997b5d1758a7,c8a99757-5fbb-4495-af3f-2b730961258f,0.44
6a63d8ed-f1cd-4ed7-b1b1-c464632d2293,02704823-1dca-410d-9b90-c29a1a71a0ce,0.04
3bfa089f-9d51-47f2-ba39-c41f21f0d91c,c3f9f2f9-db49-48ce-b54d-8316c27b28f8,0.67
972eab5f-70c0-4eaa-9e38-2989a50de035,bfe2486b-f9ef-4fda-9842-80d7689671e1,0.04
e4d6ad8c-b194-4585-8f64-87cebe097d12,f49ac562-0d8c-4b98-b755-6480d957bc5f,0.05
839893d1-f328-4b18-abb7-64204dc4ac60,b62055d1-8da2-47f5-b941-165e331b333f,0.17
54f26c98-c16a-4976-ba62-1ef8e5b89af9,5f9f15bb-5c65-4a5b-92f3-cbbee151368c,0.01
7a14f76f-f20c-4454-9008-857b48517a47,80a4397b-e3e9-4c21-8516-c2381b7e3a67,0.1
b60ea814-fc9d-4b36-ae48-b3333e1d0422,0c7de14a-de8c-404e-bb30-38c5b9cd6015,0.11
3689dc4d-1c7a-4fb4-ad0c-260232da7584,cd229459-4da0-48e9-b1bd-9736f22a3071,0.06
b94b77bb-f9ce-4ce2-a4bb-45c098d35aa4,e8493f40-0d84-4f11-a658-c8fab5fae6c2,0.03
963b8866-7a2e-4312-9c8b-9d5cbb7a5763,bf2244df-6e2f-4f9f-86c1-a88a607abb64,0.82
d429a7a6-1329-425f-9111-55082afd7ed3,f8009674-c8f9-4a4e-a346-ee2b76f0ea22,0.52
35a9dfed-808d-40cb-a459-31a30419d979,941ae44a-cd98-4019-b9b1-839991f84f00,0.03
e2d08d3e-7e67-40fc-bcb0-29621af74a55,10afc202-a975-4f72-a952-51d38c527030,0.36
d4aac529-1032-4b64-b8bc-ab65f4e80886,186ce114-7d67-4077-b81a-5ebca53e51c6,0.01
5ba8a04f-a892-474f-b5e3-91c3a02f42f3,409d31d3-fb24-4556-a5ab-0d2d27693715,0.11
bbd51ac6-2437-4cac-90e6-798dc1dd4e40,28ddc202-1477-42d7-b9b9-699798f59a41,0.07
ab17ff24-d5af-4dd9-af02-7415b22bd2a3,45c4002c-c215-4a7a-bd52-0e3b076c28bf,0.09
8942ec18-0813-40f2-947e-6e6194fc00b0,b45a5a65-99eb-4a07-9423-34769211b6df,0.21
3c4e812c-f4e5-4c44-9333-d0136527f896,e2b303c8-b62a-4ede-8f0a-b0e5bbc2f9a3,0.15
a2484026-b92b-466a-8fd2-c15588c5e124,80f38157-91f6-4642-9b7a-4546008cd12a,0.18
bb0d8a9e-c90a-4934-992b-9b0c1fe416c7,e8766320-b5b1-4629-a458-86dbffa1d3ac,0.25
8f22a73f-67dc-4065-956c-3518ccf2d1aa,e5b04d20-7738-49df-943d-1ff0b38b1426,0.02
98112a32-5ca3-495f-8a80-8c7a9c19f3fb,80d14d3e-af66-4fe7-ac0a-ef9ccc9eb22f,0.1
ef0f07b1-b140-42a0-8c3e-504bce4a8e41,f4b08bd3-d9de-4f2c-aebb-ad56d94d3182,0.73
b33ac671-7284-45e4-a8d9-6892230ec298,e4b34a46-57e6-4c91-b67d-6393218e5d25,0.19
94df372d-75cf-4db6-8b85-3bf600058205,ad1b7480-5c99-4c7a-a432-8cb980ddc9c3,0.52
583e27cd-7b50-430f-b68b-52b966099fad,c9e4506b-400b-4930-b9cc-dc1cc23e400e,0.28
1aebd85b-d7c1-488a-8d28-b46074ea7472,f5206199-376d-4866-913f-0221a8954586,0.06
6cdf630c-dab3-4358-887a-c0523707711d,b62055d1-8da2-47f5-b941-165e331b333f,0.13
ad05e42f-5420-4e1e-85d0-03ac02b4776a,90a44620-4b3e-4beb-9818-90550fc82724,0.19
c551e6aa-5487-420a-ac7a-9e3212f2d456,29ef858f-27b3-4d48-a8d7-a18e76aac81a,0.53
aec521df-9101-48dd-8faf-e7cae85e0ebf,daae916b-31a6-4904-828e-1b8eccd80835,0.56
f1c0bfea-7b12-417d-9156-dc54dddb1e33,b1d2212d-0ad2-4c36-9b80-ccedbd49db77,0.08
da1e82a3-9abc-4a56-81d7-64f3c5f15d0f,67120877-25ae-4e68-9473-e4d1b00f5222,0.87
d5d0dc00-ef92-455b-bc3e-aac27faa88ee,13a78536-b2d3-453b-ad10-72e8d785ddef,0.22
51d3a2da-557b-45fa-98d7-ca310df79086,e0799d4e-d92d-4cd5-96be-6d62c2dbf653,0.5
298f27db-4068-4b5a-9fe4-f8d7f980df9a,4e28f748-6d96-46d5-876a-e046332d4d31,0.08
9d87ca2f-539f-470e-93df-b39ad44935d0,85e1d446-c594-4541-859d-c9556753e155,0.03
3d31afc7-0d1d-4841-8b60-cd2520f4ffcc,8f66a3df-cdab-42bd-9286-7391e0ddb677,0.48
93b940e0-db0d-48c6-ab41-ff2e539fb4f8,42c50181-1b5a-4ea1-bcfc-251fcbd75ad9,0.1
83c736ac-3b34-489d-b001-6bea27d67d57,4d33bca1-47bc-4ea8-9221-81e143c37a28,0.28
f227c20e-dc13-4b6c-b66b-fe281930d9f8,859207fd-69a2-4968-9b8e-a00256aa92ab,0.65
d67ca467-d5c6-4227-87ef-89a8c748325e,32e73359-0feb-429c-97f1-fb92180aa917,0.05
31e88c5e-c1d0-4c2d-b56c-47a0089fea0e,3030441a-aab3-4c0b-b793-2f73337408d8,0.19
